contest_report_repo,contest_sponsor,contest_desc,start,end,prize_pool,handle,prize_money,total_reports,high_all,high_solo,med_all,med_solo,gas_all
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,JJeiwan,11616.7,4,2,1,1,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Bobface,4158.72,3,1,0,1,1,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Hhansfriese,3832.46,2,0,0,2,1,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,HHollaDieWaldfee,3222.01,5,1,0,3,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,0xalpharush,2846.97,1,0,0,1,1,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Hhihen,2687.43,2,2,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Uunforgiven,2603.35,5,1,0,3,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,HHE1M,2569.94,3,1,0,1,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Rrvierdiiev,2365.25,4,2,0,1,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Bbin2chen,2093.84,5,1,0,3,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Koolex,1330.41,1,1,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Ruhum,1330.41,1,1,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,rotcivegaf,1330.41,1,1,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,IIllIllI,866.64,2,0,0,0,0,1
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,RRaymondFam,748.3,2,0,0,0,0,1
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,RRolezn,748.3,2,0,0,0,0,1
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,0x52,476.06,3,0,0,2,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Yyixxas,460.0,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Aymen0909,437.99,2,0,0,0,0,1
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Lladboy233,417.12,2,0,0,1,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,0xSmartContract,394.79,2,0,0,0,0,1
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Cc3phas,394.45,1,0,0,0,0,1
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Franfran,387.25,2,0,0,1,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,BBreeje,353.85,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Bbrgltd,353.85,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,88olidity,287.37,1,0,0,1,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,___141345__,287.37,1,0,0,1,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Eevan,133.18,2,0,0,2,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,00xhacksmithh,84.48,2,0,0,0,0,1
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,noot,57.64,2,0,0,1,0,1
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Ggz627,43.54,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Aak1,43.54,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Wwait,43.54,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,SSaharDevep,43.54,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Llukris02,43.54,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Ttnevler,43.54,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,DDiana,43.54,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Iimare,43.54,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Sshark,43.54,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,SmartSek,43.54,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,0xAgro,43.54,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Cchrisdior4,43.54,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Secureverse,43.54,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,BBnke0x0,43.54,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Ooyc_109,43.54,1,0,0,0,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Rrjs,40.94,1,0,0,0,0,1
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,TomJ,40.94,1,0,0,0,0,1
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,MMukund,40.94,1,0,0,0,0,1
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Awesome,40.94,1,0,0,0,0,1
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Rrbitbytes,40.94,1,0,0,0,0,1
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,saneryee,40.94,1,0,0,0,0,1
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,eyexploit,40.94,1,0,0,0,0,1
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Tteawaterwire,33.4,1,0,0,1,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,ppoirots,33.4,1,0,0,1,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,KKingNFT,33.4,1,0,0,1,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Saintcode_,33.4,1,0,0,1,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,Sstealthyz,33.4,1,0,0,1,0,0
2022-12-backed,papr,NFT Lending Powered by Uniswap v3.,16 December 2022,21 December 2022,50000,fs0c,16.7,1,0,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,TTrust,18435.06,3,2,1,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,ppoirots,1134.22,2,0,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ggasperpre,1039.44,2,0,0,2,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,IIllIllI,813.6,2,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Eevan,663.59,2,0,0,2,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,SmartSek,618.25,3,1,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Hhansfriese,572.54,2,1,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Oorion,553.32,1,0,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Cc3phas,525.16,1,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,99svR6w,481.1,3,1,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Nneko_nyaa,403.97,1,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ddeliriusz,365.84,2,0,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,00xdeadbeef0x,365.84,2,0,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,codeislight,346.08,2,0,0,1,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,BBAHOZ,320.13,1,0,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ttrustindistrust,320.13,1,0,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Madalad,155.98,2,0,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,AApocalypto,129.49,2,1,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ssubtle77,110.27,1,0,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Wwagmi,110.27,1,0,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Matin,110.27,1,0,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Mmookimgo,110.27,1,0,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Kkaliberpoziomka8552,110.27,1,0,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,aga7hokakological,110.27,1,0,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Yyixxas,110.27,1,0,0,1,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Rrvierdiiev,90.88,3,1,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Aymen0909,71.66,2,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Aadriro,71.66,2,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Sshark,71.66,2,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Bobface,71.66,2,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,0x1f8b,71.66,2,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,RRaymondFam,71.66,2,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,BBnke0x0,71.66,2,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,RRolezn,71.66,2,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,ZZarf,64.93,2,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Iimmeas,64.93,2,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,obront,64.93,2,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,zzykxx,45.71,1,0,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Aayeslick,45.71,1,0,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,0xAgro,45.71,1,0,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,DDeivitto,45.71,1,0,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ccaventa,45.71,1,0,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ppetersspetrov,45.71,1,0,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ruhum,45.71,1,0,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ccccz,45.71,1,0,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ooyc_109,45.71,1,0,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,indijanc,45.17,2,1,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Kkuldeep,45.17,2,1,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,PPaludoX0,25.95,1,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Iizhelyazkov,25.95,1,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Cctrlc03,25.95,1,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,SSathish9098,25.95,1,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,nadin,25.95,1,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Cchaduke,25.95,1,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,RReyAdmirado,25.95,1,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Rahoz,25.95,1,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Nnicobevi,25.95,1,0,0,0,0,1
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,SSoosh,24.99,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ddipp,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,maks,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Jjadezti,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ggz627,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ssces60107,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,neumo,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ch_301,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Iimare,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,btk,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Bbin2chen,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Koolex,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ccarrotsmuggler,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Hhihen,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,HHE1M,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ssk8erboy,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Lladboy233,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,TTiti,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,dic0de,19.22,1,1,0,0,0,0
,forgeries,A protocol for on-chain games with NFT prizes on Ethereum.,13 December 2022,16 December 2022,30000,Ccsanuragjain,19.22,1,1,0,0,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Ccozzetti,3609.31,5,2,0,2,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Bobface,3442.16,2,1,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Uunforgiven,2184.49,5,2,0,2,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,EElKu,1577.1,2,1,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Iimare,1570.11,1,0,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,0xSmartContract,1222.8,2,0,0,0,0,1
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Ccarlitox477,1031.36,3,2,0,0,0,1
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Kkoxuan,1028.5,5,3,0,2,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Mminhquanym,850.48,4,3,0,0,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,shung,843.01,2,1,0,0,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Rrvierdiiev,808.13,3,2,0,0,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Ccccz,798.23,3,3,0,0,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,99svR6w,791.24,2,2,0,0,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,KKingNFT,757.97,2,2,0,0,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Ggzeon,750.98,1,1,0,0,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,LLambda,750.98,1,1,0,0,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Lladboy233,589.16,4,1,0,2,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,JJeiwan,557.24,4,2,0,2,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Hhansfriese,440.87,4,2,0,2,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,dic0de,347.68,1,0,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,obront,330.05,3,1,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,UNCHAIN,317.19,5,2,0,2,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Yyixxas,287.42,4,1,0,2,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,RRolezn,283.16,2,0,0,0,0,1
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,CRYP70,270.53,3,1,0,2,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,88olidity,234.49,2,0,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,IIllIllI,229.39,2,0,0,0,0,1
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,TTricko,191.32,2,1,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Ccryptostellar5,184.33,1,0,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,00xmuxyz,184.33,1,0,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Kktg,184.33,1,0,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Aak1,180.83,2,1,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Cc3phas,179.23,1,0,0,0,0,1
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,NNoamYakov,179.23,1,0,0,0,0,1
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,RReyAdmirado,179.23,1,0,0,0,0,1
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,BBPZ,173.84,1,0,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Janio,173.84,1,0,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,RRaymondFam,105.25,3,1,0,0,0,1
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,bytehat,93.19,3,2,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Hhihen,93.19,3,2,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Ccaventa,90.42,2,1,0,0,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Mminhtrng,86.2,2,1,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Wwait,86.2,2,1,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Cchaduke,70.22,3,2,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,SleepingBugs,64.99,2,0,0,0,0,1
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,JJC,64.99,2,0,0,0,0,1
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,BBnke0x0,64.99,2,0,0,0,0,1
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,ZZarf,59.72,1,0,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Rrjs,57.15,2,1,0,0,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Iimmeas,57.15,2,1,0,0,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,aviggiano,57.15,2,1,0,0,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,Franfran,52.93,2,1,0,1,0,0
2022-12-caviar,caviar,A fully on-chain NFT AMM that allows you to trade every NFT in a collection.,12 December 2022,19 December 2022,30000,AApocalypto,52.93,2,1,0,1,0,0
